Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others
Rất đẹp mà rẻ 80k,1,-1,1,-1,-1,-1,-1,-1
"Giày đẹp, giao khá nhanh, tiếc là hộp về tới tay thì bị móp méo rách mất ròii😭, vớ k được sạch lắm, bị hằn vết dơ. Nói chung giày đẹp đáng tiền tiếc cái hộp với vớ thuiii. Mua tặng bồ nên k biết có vừa chân k nhưng giày đáng mua nha",-1,1,1,-1,-1,0,-1,-1
"Giày êm, đi size đúng như bình thường mình đi luôn, mong là sẽ đi được lâu dài",-1,-1,-1,1,1,-1,-1,-1
Đúng như hình.. rất hài lòng,-1,-1,1,-1,-1,-1,-1,-1
Đẹp lắm sẽ giới thiệu cho shop .,-1,-1,1,-1,-1,-1,-1,-1
"Giày đẹp , mọi người lên lấy đúng size nha ôm chân , giao hàng nhanh shop nhiệt tình đổi trả , tư vấn . Nên mua nha",-1,1,1,-1,1,1,-1,-1
Đây là hành fake nha m.n giá rẻ thật nhưng mình nghĩ thêm ít tiền mua hàng rep đeo cho sướng nhưng mà tiền nào của đó mà cũng nên mua nha,1,-1,-1,-1,-1,-1,2,-1
Đúng màu đúng size giày mang êm mua 2 đôi rất ưng sẽ ủng hộ s,-1,-1,1,1,1,-1,-1,-1
"Hàng rất ok nhé, đóng gói cẩn thận, giao hàng siêu nhanh nữa, tuyệt vời",-1,1,-1,-1,-1,1,1,-1
"Màu sắc y hình. Chưa đi nên chưa biết chất lượng như nào, có bị đau chân không nữa.",-1,-1,1,2,-1,-1,-1,-1
Giày xinh nhưng hơi rộng mn giảm 1 size khi đặt hàng là vừa xinh lun,-1,-1,1,-1,0,-1,-1,-1
Giày đẹp lắm nha mọi người rất nên mua ạ ( hình ảnh chỉ mang tính chất nhânn xu),-1,-1,1,-1,-1,-1,-1,-1
"Hàng đẹp chất lượng tốt , tiện lợi khi mang theo những nơi xa , vừa vặn",-1,-1,1,1,1,-1,-1,-1
"Đóng gói cẩn thận giày đẹp nhưng giao hàng hơi lâu. giày mang rất nhẹ, nói chung là OK nha mọi người .",-1,0,1,1,-1,1,-1,-1
"Luôn đam mê, hào hứng với tiết học: Các em được tham gia vào tất cả các khâu của quá trình học tập, từ khâu nhận đề tài, chuẩn bị, thực hành và đánh giá kết quả. Các em cũng tự rút ra thêm những kinh nghiệm cho bản thân, có thêm động lực để học hỏi, phát triển bản thân mình.",-1,-1,-1,-1,-1,-1,-1,2
"Hàng rất tốt, rất ok, mình đi size 39 đawth size 39 về hơi nhỏ, nên âe nên đặt siez lớn hơn 1 size",-1,-1,-1,-1,0,-1,1,-1
Giầy đẹp lắm  Giá phải chăng  Mn nên nha mn,2,-1,1,-1,-1,-1,-1,-1
Nhìn có vẻ hơi mỏng nhở… shop đóng gói hàng kĩ. Mk đặt size 38 đi hơi rộng rồi.,-1,-1,-1,2,2,1,-1,-1
Quý Khách có cuộc gọi nhỡ từ thuê bao 093637 lúc 16:47 23/03/2023. Chi tiết liên hệ tổng đài 9090 (200đ/phút). Xin cảm ơn!,-1,-1,-1,-1,-1,-1,-1,2
giao hàng nhanh,-1,1,-1,-1,-1,-1,-1,-1
Mua 2doi cùng kích cỡ của 2 kiểu dáng khác nhau mà 1 cái rộng 1 cái vừa,-1,-1,-1,-1,0,-1,-1,-1
"Giày rất đẹp nên mua nhé mn. Giao đúng màu , đúng size, chỉ là giao hàng hơi lâu nhưng ko sao. Tiếp tục ủng hộ shop",-1,0,1,-1,1,-1,-1,-1
"Hàng đẹp nha mn, màu nó k sáng giống trong hình thôi , nên mua nha mn",-1,-1,1,-1,-1,-1,-1,-1
Đáng mua lắm nka mng  Đẹp vãiiii lun 😍,-1,-1,1,-1,-1,-1,1,-1
"Xịn , đúng màu",-1,-1,-1,-1,-1,-1,1,-1
"(video, ảnh lấy xu thuôi ạaaa) giày xịn có hộp em mua lúc sale nên rẻ 🥰",1,-1,-1,1,-1,1,-1,-1
"Mình mua giày được hơn nửa tháng rồi, hôm nay đang định đi giặt giày thì chợt nhớ chưa đánh giá,giày tuyệt vời nhé mọi người chuẩn replica 11.các bạn coi review nhé giày không hề bị gây mui.mà chất liệu rất giày dặn đi cực êm chân.nói chung là mình rất thích đôi này,ủng hộ shop nhiều hơn ",-1,-1,-1,1,-1,-1,1,-1
"Giày đẹp rất ok, nhưng phần mũi bị gãy phải bóp lại nhìn k được đẹp lắm nói chung khá tốt",-1,-1,1,-1,-1,-1,-1,-1
"Giày thấy cx bình thươnf, hơi nặng, form cx bth, nch tiền nào của nấy, giá rẻ mà",1,-1,2,-1,-1,-1,-1,-1
"Chất lượng sản phẩm rất tuyệt vời, sẽ ỷng hộ Shop nhiều nhiều lần nữa 🤣",-1,-1,-1,-1,-1,-1,1,-1
Nên mua giá giá quá rẻ mà chất liệu làm bằng da không biết có bị bong chóc dì hong nữa,1,-1,-1,-1,-1,-1,-1,-1
Với 132k thì chưa hài lòng với chất lượng lắm nhưng tạm chấp nhận,-1,-1,-1,-1,-1,-1,2,-1
Đã nhận được hàng. Hình ảnh mang tính chất nhận xu. Chất lượng phù hợp với giá tiền...,-1,-1,-1,2,-1,-1,-1,-1
"Mọi người nên mua nha, nhận hàng cái u mê từ cái lần đầu hí hí",-1,-1,-1,-1,-1,-1,1,-1
"""Sau bao nhiêu chuyện xảy ra thì tôi nhận ra, lời nó chỉ nên tin một nửa, nửa còn lại nên để thời gian chứng minh. Dù sao thì hành động vẫn tốt hơn là lời nói."" Giày xin nhé",-1,-1,-1,-1,-1,-1,-1,2
"giày được, rẻ nên không dám đòi hỏi, thái độ shipper không hài lòng mấy, nhưng vẫn sẽ đánh giá 5 sao",1,0,-1,-1,-1,-1,2,-1
"Giày nhìn đẹp phù hợp với giá tiền,  giao hàng hơi lâu. Chưa biết đi bền không, đi k được êm chân lắm",-1,0,2,0,-1,-1,-1,-1
"Size 37 Đẹp vừa chân êm  , ai muốn thoải mái thì lên 1 size, giao hàng nhanh phù hợp chạy bộ thể dục , cầu lông... Hình ảnh video chỉ tính chất lấy xu",-1,1,1,1,1,-1,-1,-1
Giày mang êm chân lam shop.rat hài lòng lần sao sẽ ủng hộ shop nữa,-1,-1,-1,1,-1,-1,-1,-1
Tiền nào của đó nha mn,-1,-1,-1,-1,-1,-1,2,-1
"quá đẹp luôn r, được tặng vớ gaio hàng nhanh",-1,1,1,-1,-1,-1,-1,-1
Shop cb hàng hơi lâu. Đóng gói rất chắc chắn hẳn 2h liền . So với giá thì sp như này là ok r.,-1,-1,-1,-1,-1,2,2,-1
"Dạ em đã đặt lịch cho c ngày giờ , hẹn c ở trung tâm ạ Tránh kẹt lịch c đi đúng giờ giúp em với nha em cảm ơn anh chị nhiều ạ",-1,-1,-1,-1,-1,-1,-1,2
Hàng đẹp giá rẻ,1,-1,1,-1,-1,-1,-1,-1
Giày đẹp chất lượng lắm nha mọi người ơi. Giao hàng nhanh nên mua nha,-1,1,1,1,-1,-1,-1,-1
"Giày đẹp, đi nhẹ, anh shipper dễ thương thân thiện. Nch là ok neh",-1,1,1,1,-1,-1,2,-1
giày đẹp giao hàng nhanh nè hộp hơi bị móp một tý nhưng mà đã mua hai lần ở đây🥲,-1,1,1,-1,-1,2,-1,-1
"Giày chất lượng, đi nhẹ chân, êm ái, lại còn đẹp nữa",-1,-1,1,1,-1,-1,-1,-1
Video và hình ảnh chỉ mang tính chất nhận xu ạ Giày ở ngoài rất đẹp  Do hàng q.tế from rộng nên mn chọn giày lùi 1 size là vừa,-1,-1,1,-1,2,-1,-1,-1
Giao hàng nhanh sp giống hình ảnh đủ số lượng đúng màu đúng Size sp oki so với giá tiền rồi bị lem màu xíu vs nhìn hơi to,-1,1,-1,-1,1,1,2,-1
"Shop tuyệt vờii, giày đỉnh rất đẹp, rất đáng tiền",-1,-1,1,-1,-1,-1,1,-1
"Shop giao nhầm size, đặt size 40 mà về nhỏ như 37-38",-1,-1,-1,-1,0,-1,-1,-1
"Mua ngay flash sale nên mua được giá quá rẻ, giày đẹp cực, form vừa vặn mà đế dày nên đi êm chân lắm, sẽ ủng hộ shop thêm",1,-1,1,1,1,-1,-1,-1
Đi nhẹ khá là thích vận động thì khỏi phải bàn luôn,-1,-1,-1,1,-1,-1,-1,-1
Giầy đẹp mua 1 lần ưng quá phải quất thêm đôi nữa,-1,-1,1,-1,-1,-1,-1,-1
Đi êm chân giày đẹp nên mua mn nhaaa,-1,-1,1,1,-1,-1,-1,-1
"Hàng vừa ý đúng theo ý muốn, shipper thân thiện",-1,1,-1,-1,-1,-1,1,-1
"Hàng đẹp nhé mọi người, hàng nhìn ở ngoài ok hơn và điều kình ngạc nhiên là mẫu thật sự không giống như hình nhưng sẽ khong làm các bạn thất vọng đâu, hàng rất đẹp, vừa túi tiền , hợp với học sinh sinh viên( hình mang chất cho có lệ để nhận xu)",2,-1,1,-1,-1,-1,-1,-1
"Nói chung hàng oke chất lượng shop nhiệt tình ,còn chưa dùng nên chx bt đc nữa 💐💐💐",-1,-1,-1,1,-1,1,1,-1
Mua lần 2 cho bạn mà con này còn đẹp hơn cả con nữa lần trước độ hoàn thiện cao rất ưng ý,-1,-1,1,1,-1,-1,-1,-1
"Giày đẹp, chắn chắn, dày dặn. Đi êm chân. Hài lòng",-1,-1,1,1,-1,-1,-1,-1
"Giao hàng nhanh, dùng cũng khá ok. Chất cũng tạm ổn. Nói chung là ổn áp",-1,1,-1,2,-1,-1,-1,-1
Đã nhận hàng shop giao nhanh tư vấn nhiệt tình sẽ ủng họi shop thêm,-1,1,-1,-1,-1,1,-1,-1
"Giao hàng nhanh, shop uy tín hàng đẹp đúng so với hình ảnh tuy nhiên là giày có 1 vài vết bẩn nhỏ lau không sạch:((( mình tăng thêm 1 size rồi nhưng giày vẫn hơi chật :(( vẫn cho shop 5 sao",-1,1,1,-1,2,1,-1,-1
"xịn lắm, nên mua ủng hộ nha mọi ngườii",-1,-1,-1,-1,-1,-1,1,-1
"Hộp thấy ghê nhưg mà giày rất ok nha. K mỏng lắm, đế giày, đi k phải rất êm nhưng cũg k cứng chân. Nhẹ hều à k bị nặng chân. Chắc chắn. Rất đẹp.",-1,-1,1,2,-1,0,1,-1
Hình ảnh mang tính chất nhận xu qwertyuiopasdfghjll,-1,-1,-1,-1,-1,-1,-1,2
"Shop giao đủ hàng, sản phẩm ổn phù hợp giá tiền, kiểu dáng nên mua nha",-1,-1,2,-1,-1,1,2,-1
Sản phẩm đẹp sẽ ủng hộ shop nhìu nhìu 💯💯💯 lần sau sẽ ủng hộ shop trong suốt thời gian dài,-1,-1,1,-1,-1,-1,-1,-1
Đế cứng  đi lại phát ra tiếng to,-1,-1,-1,0,-1,-1,-1,-1
nên lùi size nếu cảm thấy chân quá nhỏ nhỏ nhé,-1,-1,-1,-1,-1,-1,-1,2
Giày chất liệu ko dc mềm !,-1,-1,-1,0,-1,-1,-1,-1
"Do nhân sự mới yêu cầu nên xíu nữa e  đưa danh sách ký hợp đồng xuống , những ai đã có số sổ bảo hiểm thì ghi số sổ bảo hiểm kế bên và ký tên , còn đối với những người chưa có số bảo hiểm :  - chụp cmnd gốc ( hoặc cccd )  - chụp toàn bộ sổ hộ khẩu  - chụp giấy khai sinh  Gửi cho em nha.  Ko cần ghi",-1,-1,-1,-1,-1,-1,-1,2
oke vừa ạ đẹp lắmm đáng xiềnnnnn shjsdhdsmsbsgsyebenejdemsbjem,-1,-1,1,-1,-1,-1,-1,-1
"Giày đẹp lắm, nhẹ hều,  giao hàng nhanh , nhân viên tư vấn nhiệt tình nên mua nhé",-1,1,1,-1,-1,1,-1,-1
sp ok cực. Shop nhiệt tình. Mình ưng nhé. thanks shop,-1,-1,-1,-1,-1,1,1,-1
wow. quả là một sản phẩm tuyệt vời. Tôi chưa bao giờ thấy sản phẩm nào tốt như vậy,-1,-1,-1,-1,-1,-1,1,-1
Giày siêu nhẹ  đi êm chân . đóng gói kĩ mà giao hàng siêu nhanh luon,-1,1,-1,1,-1,1,-1,-1
Giá rẻ.giầy đẹp,1,-1,1,-1,-1,-1,-1,-1
Giày đẹp như hình...Chuẩn Men luôn 👍5⭐,-1,-1,1,-1,-1,-1,-1,-1
Hàng rất đẹp,-1,-1,1,-1,-1,-1,-1,-1
Form khá xấu kh đẹp nhưng đi vào chân chỉnh lại dây giày xíu cx ổn mà Form vẫn xấu 🥲,-1,-1,0,-1,-1,-1,-1,-1
"Giày đẹp chuẩn size nhé , mới đầu cứ ngỡ to nhưng đi thêm tất vào là vừa vặn luôn",-1,-1,1,-1,1,-1,-1,-1
Giao hàng nhanh ọ. Đi xinh xinh khá êm chân. Giá này thì z là đáng iu gòi,-1,1,1,1,-1,-1,-1,-1
Giầy cứng đi khá đau chân ái ạ ...................,-1,-1,-1,0,-1,-1,-1,-1
"Giao hàng rất nhanh luôn hqua mà hnay về r, hàng rất đẹp và nhẹ.",-1,1,1,2,-1,-1,-1,-1
"Phải đi một thời gian mới biết độ bền của giày , nhìn chung giày OK so với giá tiền hình có chút mang tính nhận xu",-1,-1,-1,-1,-1,-1,2,-1
Giày đẹp rẻ bao sịn mà hoi to xíu ai mua nhớ đặt nhỏ hơn nha chu hoi to roi,1,-1,1,-1,2,-1,-1,-1
Giày đẹp mũi giày bị dính xíu keo n.mà đẹp nên bỏ qua giao hàng nhanh giày đi nhẹ đế độn cao lên đi tôn dáng lắm,-1,1,1,-1,-1,-1,-1,-1
Dong gói k can thận may giày k nop hàng đep phu hop voi gia tien,-1,-1,1,-1,-1,0,-1,-1
"Giao hàng nhanh, giày đẹp, đóng gói cẩn thận, sản phẩm tốt, ổn",-1,1,1,1,-1,1,-1,-1
Giao hàng không cẩn thận bị móp hết phần đuôi giầy trông nhăn nhúm khó chịu lắm luôn. Lần sau giao hàng cẩn thận cho mình nhé ￼￼,-1,0,-1,-1,-1,-1,-1,-1
"Hàng khá tốt, giao hơi lâu, cập nhật thông tin kém chính xác !! Rate 4* để shop khắc phục",-1,0,-1,-1,-1,0,1,-1
Shop giao hàng nhanh giày đẹp xuất sắc luôn nha mọi người  shop đóng hàng rất cẩn thận nên mua  sẽ quay lại ủng hộ shop lần tiếp theo,-1,1,1,-1,-1,1,-1,-1
"Giao hành nhanh, chuẩn size, đế nhẹ, mang êm chân, thích hợp chạy bộ, tập gym",-1,1,-1,1,1,-1,-1,-1
"Đẹp, chất liệu được, họp với giá tiền, hơi nặng, giao hàng lâu, Shopee thân thiện",-1,0,1,2,-1,1,-1,-1
Chất lượng ok giá hợp lí giao hàng nhanh,2,1,-1,1,-1,-1,-1,-1
ổn đẹp oke 10 điểm,-1,-1,-1,1,-1,-1,1,-1
Đẹp xinh lung linh( tham gia biggame nên giầy hơi bẩn xíu mà vẫn phải kiếm xu thong cảm nhó),-1,-1,1,-1,-1,-1,-1,-1
"sp đúg vs miêu tả mk mua lần 2 của shop này rất ưg nha mn ,mn  nên ủg hộ shop này nha............",-1,-1,1,-1,-1,-1,-1,-1
ggccffffgghjv this was the best day ever and i'm still so proud to have been part in this amazing community of artists that i,-1,-1,-1,-1,-1,-1,-1,2
"Sản phẩm đóng gói cẩn thận, giày đẹp nhưng dây giày hơi ngắn",-1,-1,1,-1,-1,1,-1,-1
Chất lượng tuyệt vời . Đóng gói cẩn thận . Nv tư vấn nhiệt tình . Ưng ạ mua ủng hộ shop nhiêu lần ạ,-1,-1,-1,1,-1,1,-1,-1
"giày đẹp xịn đúng như mong đợi ,đáng tiền mua ,giao hàng nhanh đóng gói cẩn thận",-1,-1,1,-1,-1,1,1,-1
"Dịch vụ của Google, được cung cấp miễn phí, dịch nhanh các từ, cụm từ và trang web giữa tiếng Anh và hơn 100 ngôn ngữ khác. Nhấn đúp để tìm kiếm trên Google. BÁO CÁO THÔNG TIN NÀY. HỦY. OK. XÓA. Giao diện tối: đang tắt. Cài đặt · Quyền riêng tưĐiều khoản. là tên miền Internet cấp cao nhất dành cho quốc gia của Guernsey. Được quản lý bởi Island Networks.",-1,-1,-1,-1,-1,-1,-1,2
siu xinh  siu rẻ luôn nhé  không nghĩ giá này có đôi xinh vậy  cảm ơn shop nhiều ạ,1,-1,1,-1,-1,-1,-1,-1
Sản phẩm ổn. Đẹp. Đánh giá shop 5 sao Hình ảnh mang tính chất nhận xu,-1,-1,1,-1,-1,-1,2,-1
"Lần trước mình mua mình k để ý, giờ lấy ra mang hư tùm lum chỗ xỏ giày nè k có cái lỗ xỏ lun, nứt rách giày❌,.nhắn tin shop thì k có phản hồi  • ❌Các bạn chú ý một khi mua có hư hỏng gì thì mình TỰ CHỊU chớ shop k nói gì hết, quá BỨC XÚC 😡",-1,-1,-1,0,-1,0,-1,-1
"form hơi to so với mình,đóng gói chưa cẩn thận cho lắm nma may giày kh bị gì cả,giao hàng nhanh chóng",-1,1,-1,-1,0,0,-1,-1
Giầy đẹp nha 5 sao nekk,-1,-1,1,-1,-1,-1,-1,-1
"Nice! Rất đáng tiền! Xứng đáng. Giày đẹp, mướt, rất đẹp, phù hợp với học sinh! Đóng hàng chắc chắn Chất lượng sản phẩm rất ổn so với giá thành Chăm sóc khách hàng tốt",-1,-1,1,1,-1,1,-1,-1
"Hàng đẹp chất lượng đôi màu hồng vừa khít, còn đôi xanh ngọc cũng size 40 mà lại fom bé hơi chật",-1,-1,1,1,2,-1,-1,-1
Giày giá thì ok nhưng mà mình đặt size 41 mà vẫn bị chật ko hiểu sai lêch size đến như vậy,2,-1,-1,-1,0,-1,-1,-1
"Sản phẩm giống hình ạ , mang êm chân , sẽ ủng hộ shop lần sau ( bàn chân mình dài cỡ 25,5cm nên mình lấy size 41 mang không đụng ngón chân)",-1,-1,1,1,-1,-1,-1,-1
Họ tên I u là một trong các a chị em phụ thuộc vào sự phát e,-1,-1,-1,-1,-1,-1,-1,2
Giày cũng tạm ổn. Giống với hình. Sanedjdkdkfkfnfnnzksnsf,-1,-1,1,-1,-1,-1,2,-1
Đi đau chân,-1,-1,-1,0,-1,-1,-1,-1
"Giày đẹp như hình quảng cáo mang nhẹ êm không đau, chất vải bình thường không mỏng. Ủng hộ tiếp. Giao quá lâu",-1,0,1,2,-1,-1,-1,-1
"Giày đẹp giao đúng size , đóng gói cẩn thận không bị mất from, mn nên mua ạ",-1,-1,1,-1,1,1,-1,-1
Huhu sốp ơi hàng chất lượng lắm nhưng mà bị dơ nhiều nha shop còn lại thì 10đ,-1,-1,0,1,-1,-1,-1,-1
"Giày siêu đẹp , mà nút hơi lệch nhau , nma giá như này là siêu đc r , nên mua nha",-1,-1,1,-1,-1,-1,-1,-1
"Đóng gói cẩn thận , tem mác đầy đủ . Giày đẹp ôm chân . Chim ưng ạ ❤️",-1,-1,1,1,-1,1,-1,-1
trên đôi giày có khá nhiều vết bẩn nhỏ,-1,-1,0,-1,-1,-1,-1,-1
Đóng gói cẩn thận .giao hàng nhanh .chất lượng thường . mình đi giầy 38 mà đặt tới số 39 mà đi vẫn kích chân .mọi người mua chọn số to hơn nhé,-1,1,-1,2,0,1,-1,-1
"Giày đẹp lắm luôn, nên mua nha, rẻ hơn bên ngoài nhìu, đẹp, giày đế cao thích hợp cho mấy bạn nấm lùn, nói chung siu ưng:33",1,-1,1,-1,-1,-1,-1,-1
Có vài chỗ hở Đóng gói kh bị móp méo Rất hài lòng  Ok,-1,-1,-1,-1,-1,2,1,-1
Hàng rất đúng giá đúng mẫu đúng size,-1,-1,-1,-1,-1,1,-1,-1
"Hàng tốt ,cực kì chất lượng đi nhẹ chân nữa.Ưng ccej lun.sẽ ủng hộ lần tới",-1,-1,-1,1,-1,-1,1,-1
Giày đẹp ạaa💛Đóng gói rất cẩn thận và shop rất dth nhó🥺,-1,-1,1,-1,-1,1,-1,-1
"Giày êm, đi vừa khít chân, thoải mái hơn nên chọn tăng 1 size, giao nhanh, khá là ưng trừ việc đúng là mùi nhựa rất nhiều thật ạ",-1,1,-1,1,1,-1,-1,-1
Giày đẹp nma bị thiếu cái con icon ở đầu r shopp ơi hơi thất vọng,-1,-1,1,-1,-1,0,-1,-1
Giày thể thao đê day rât tốt đáng tiền cảm ơn shop rất nhiều ạ a a,-1,-1,-1,1,-1,-1,-1,-1
"Nên mua nhá ae, hàng tốt lắm luôn",-1,-1,-1,-1,-1,-1,1,-1
"hơi chật tí xíu ạ, sz 36 mà tui đặc lớn hơn 1sz ròi mà thấy hơi chật tí, mng muan rộng xíu nx thì đặc lớn hơn sz của mình 2sz nha",-1,-1,-1,-1,2,-1,-1,-1
bề ngang quá hẹp mang lên nhìn chân rất bé bề ngang  phần đế giày rất không ưng. qá xấu lần trước đặt 1 đôi size 40 mua về mang rộng vì không chú ý đến cm chân. Nhưng đôi trước nhìn rất đẹp và rất ưng đế giày tương đương cùng màu trắng của giày. nhưng lần này đặt rất không ưng👍,-1,-1,0,-1,-1,-1,-1,-1
"Chất lượng so với giá thành ok. Đi nhẹ, thoáng mát, đáng mua . Nói chung ổn",-1,-1,-1,1,-1,-1,-1,-1
Mua ở shop lần thứ 4 rồi cả nhà ạ Mua về ưng quá rồi đặt hộ cả mọi người nữa hj,-1,-1,-1,-1,-1,1,1,-1
"Mình mua về bị bung 1 chút keo ở mũi giày, shop đã đổi cho mình đôi khác. Tuy nhiên khi nhận đôi thứ 2 về lại ko đc đẹp như đôi t1. Đôi t1 mũi giày phồng, tròn đẹp hơn còn đôi thứ hai thì mũi giày dài và bẹp rất xấu. Mọi ng nhớ ktra kĩ hàng trc khi nhận nha",-1,-1,0,-1,-1,-1,-1,-1
"Iu shop lắm luôn. Hàng cần gấp nên shop gửi trong vòng 1nốt nhạc. Hàng đẹp, đi êm chân, với giá này là quá xứng đáng rồi ạ. Note cho b nào chọn mấu này chọn +1 size cho thoải mái nhé.",-1,-1,1,1,-1,1,1,-1
"Shop gửi hàng nhanh lắm luôn ạ. Nói chung là ""ƯNG""",-1,1,-1,-1,-1,-1,1,-1
"Em đặt hộ thui ạ , thấy bảo đi êm chân với đẹp lắm , sau sẽ ủng hộ shop ạ",-1,-1,-1,1,-1,-1,-1,-1
Giao hàng nhanh chóng và đóng gói cẩn thận,-1,1,-1,-1,-1,1,-1,-1
"Đẹp, êm chân",-1,-1,1,1,-1,-1,-1,-1
Tuyệt vời giày mang vừa inh chân.gói cả hộp nhìn sang xịn.có điều mang hơi nhẹ chân,-1,-1,-1,2,1,1,-1,-1
"Giao hàng nhanh, giày nhìn giống hình, đi thử thấy vừa chân nhưng chưa chạy thử nên kh biết giày có ổn không",-1,1,1,-1,1,-1,-1,-1
m the other one i the best part is in the north side and i the i the north,-1,-1,-1,-1,-1,-1,-1,2
"Giày đẹp, chuẩn form lắm. Shop nhiệt tình, đóng gói cẩn thận, giao hàng cũng nhanh. Sẽ ủng hộ lâu dài, cảm ơn shop ạ.",-1,1,1,-1,-1,1,-1,-1
Sản phẩm siêu xịn nha mn,-1,-1,-1,-1,-1,-1,1,-1
Tốt giầy rất đẹp,-1,-1,1,-1,-1,-1,-1,-1
Đặt gọng lại giao nhỏ,-1,-1,-1,-1,-1,0,-1,-1
tư vấn rất nhiệt tình giao hàng còn nhanh nữa,-1,1,-1,-1,-1,1,-1,-1
Hàng đẹp mọi người nên mua,-1,-1,1,-1,-1,-1,-1,-1
Rất ok nha,-1,-1,-1,-1,-1,-1,1,-1
Có điều dây giày nó hơi dài quá 😀,-1,-1,-1,0,-1,-1,-1,-1
"Đã mua qua 1 lần nhưng lần này chất rất xấu không bằng đợt trước, mỏng, không có lôgo, đường may cũng lỗi rất nhiều",-1,-1,-1,0,-1,-1,-1,-1
"Lần đầu đặt của shop, ko biết chất lượng sp thế nào nhưng rất nhiều ng mua nên hy vọng sp chất lượng",-1,-1,-1,-1,-1,-1,-1,2
Đẹp giá quá rẻ cho 1 đôi giày đi ấm chân mùa đông. Tính đặt thêm màu đen nữa đi làm chi sạch,1,-1,1,-1,-1,-1,-1,-1
Với giá cả thì quá tốt mặc dù k có hộp nhma có cái định from cx ok,-1,-1,-1,-1,-1,2,1,-1
"Giày ổn, giao nhanh hơi móp tí form giày thì vs giá này cũng chỉ ổn ko thể đẹp xuất sắc đc",-1,1,2,-1,-1,0,2,-1
"Mua cho bạn gái, bạn gái chưa mang chưa đánh giá chính xác giqo hàng nhanh sẽ ủng hộ shop sản phẩm tiếp theo",-1,1,-1,-1,-1,-1,-1,-1
Gói hàng sơ sài quá  Giá rẻ nên thôi kệ Cũng đẹp cũng okee,1,-1,1,-1,-1,0,-1,-1
Ak mai c ak e I will send you a pic of the other day that we have on our website to make,-1,-1,-1,-1,-1,-1,-1,2
"Form giày đẹp, giá rẻ. Điểm trừ là lỗ xâu dây ko cân đối, dễ bị đứt như trên ảnh chụp của mình. Chuẩn size",1,-1,1,0,1,-1,-1,-1
Giao hàng nhanh.ship nhiệt tình.giầy rất là đẹp.rất là ưng.sẽ ủng hộ shop tiếp,-1,1,1,-1,-1,-1,-1,-1
"mọi thứ đều ok nhưng size giày hơi nhỏ, mình mang 39 ,đặt 40 nhưng vẫn hơi chật",-1,-1,-1,-1,0,-1,-1,-1
sản phẩm chất lượng. đẹp,-1,-1,1,1,-1,-1,-1,-1
"Giày đẹp, phom đẹp, chất liệu tốt, chắc chắn, vừa chân, sẽ ủng hộ shop tiếp.",-1,-1,1,1,1,-1,-1,-1
"Dày đẹp xinh lắm luôn ấy ạ, nhưng do vận chuyển nên hơi bị móp 1 chút, nhưng vẫn xinh đáng tiền mua nhé ạ. Hình ảnh và video mang tính nhận xu",-1,-1,1,-1,-1,-1,-1,-1
Giày đẹp.. Ok shop,-1,-1,1,-1,-1,-1,-1,-1
"Sản phẩm fom không bị gãy. Mang vào thì cảm thấy hơi bị cứng. Nếu mọi người mua nên tăng lên 1 size vì size này nhỏ hơn 1 size . Sản phẩm tốt, với giá tiền như v thì ok rồi",-1,-1,2,-1,0,-1,-1,-1
"Shop uy tín , hàng đóng gói cẩn thận . Nc là dc . Góp ý nhẹ là ae nên mua tăng lên 1 size là ok",-1,-1,-1,-1,2,1,-1,-1
Giây rât đep nhe,-1,-1,1,-1,-1,-1,-1,-1
Hàng mẫu mã đẹp chất lượng thì cg tạm ổn cần thêm thời gian đi để đánh giá,-1,-1,1,2,-1,-1,-1,-1
Sản phẩm phù hợp giá tiền.hình ảnh mang tính chất nhận xu,-1,-1,-1,-1,-1,-1,2,-1
Giá rẻ nhưng rất chất lượng mình dùng xu shopee chỉ còn có 38k thôi,2,-1,-1,1,-1,-1,-1,-1
đẹp quá vậy ta có một người bạn thân với,-1,-1,-1,-1,-1,-1,-1,2
"Giao hàng nhanh, đóng gói kĩ càng, giá thành rẻ nên không đòi hỏi j nhiều",1,1,-1,-1,-1,1,-1,-1
"Sản phẩm tốt, chất lượng, đóng gói cẩm thận, đẹppppppppp",-1,-1,1,1,-1,1,1,-1
"Shop giao hàng khá nhanh, đóng gói hàng hoá cẩn thận, chắc chắn. Kh một vết bẩn",-1,1,-1,-1,-1,1,-1,-1
Rất chắc chắn so với giá tiền thì tuyệt vời 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,-1,-1,-1,1,-1,-1,-1,-1
Không có size 44:((,-1,-1,-1,-1,0,-1,-1,-1
Sản phẩm đẹp chất lượng cao. Giao hàng nhanh hơn dự kiến. Xin cảm ơn,-1,1,1,1,-1,-1,-1,-1
Hình ảnh không liên quan nhưng mà sản phẩm date mới nhe giao nhanh giá rẻ chất lượng tốt 5 sao,1,1,-1,1,-1,-1,-1,-1
đẹp vừa với giá tiền,-1,-1,1,-1,-1,-1,1,-1
